13490	219
3259	314
3259	207
7391	125
2147	383
5169	383
2118	58
2834	58
7391	58
3067	571
2118	165
3067	679
5126	219
5832	207
7076	207
2889	98
2930	98
4570	98
7025	98
8250	98
8267	98
12504	98
14156	98
14353	98
16501	98
16503	98
12504	432
6530	294
183	329
230	329
251	329
252	329
315	329
2155	329
241	219
252	219
174	58
178	58
227	58
230	58
258	58
297	58
322	58
3570	219
11685	219
14627	219
1521	207
1521	207
1524	207
1537	207
3258	207
14471	207
15306	207
15306	207
15308	207
12496	58
2329	98
12843	294
8183	686
4815	588
4819	588
903	425
15685	138
7676	380
13456	624
1060	207
2285	239
7436	239
10139	239
15827	171
10139	189
5082	571
1060	147
5123	326
8099	326
8099	432
15685	432
8886	446
10088	446
7566	391
2285	607
5082	186
5720	330
1488	165
1488	331
15685	451
15968	451
2139	88
5794	88
4024	343
4198	343
10795	343
10867	343
10868	343
10881	343
10893	343
11178	343
11189	343
11276	343
11403	343
16188	343
16203	343
16212	343
16246	343
4198	37
10867	37
10868	37
10881	37
10893	37
11178	37
11189	37
11403	37
16188	37
16203	37
16212	37
16246	37
2575	329
7210	559
12049	219
13544	219
14830	219
1525	185
1079	308
1473	308
5171	308
883	633
8294	633
9889	58
10104	58
12049	58
12957	58
14830	58
883	117
8294	117
10104	306
13081	306
1525	412
15585	98
5171	39
9889	39
607	61
3259	186
7210	186
8503	186
1079	402
6954	402
8294	402
11494	402
7614	652
10158	400
5171	524
9889	524
3092	511
4413	295
4672	295
3092	56
1479	511
1526	197
1472	308
1977	308
1526	183
1029	391
1472	686
1977	686
1479	524
1479	662
7863	386
11375	340
7244	639
113	207
11375	207
4682	125
2110	306
2314	306
7372	306
7863	571
4682	476
1525	543
113	136
129	498
139	498
827	498
837	498
840	498
1060	498
2110	498
2195	498
2294	498
2314	498
2499	498
2930	498
3230	498
3259	498
3261	498
3264	498
4813	498
4877	498
5069	498
5156	498
5183	498
5717	498
5819	498
5836	498
5927	498
5984	498
6001	498
6073	498
7026	498
7118	498
7152	498
7175	498
7244	498
7372	498
7448	498
7865	498
7923	498
7933	498
8099	498
8108	498
8202	498
8470	498
9965	498
10151	498
10783	498
13133	498
13406	498
15685	498
949	314
950	314
881	308
8527	308
920	125
849	58
855	58
879	58
886	58
889	58
920	58
953	58
978	58
985	58
3756	58
862	299
1008	299
953	69
879	472
920	472
959	472
984	472
863	186
909	186
928	186
928	186
943	186
965	186
969	186
992	186
881	686
2204	455
11862	183
1472	306
16571	402
7220	558
7324	351
2964	636
5077	60
4679	329
3092	642
2930	275
7263	380
5173	230
1512	549
7317	219
7488	219
2110	455
2930	455
5440	455
7352	455
7967	455
11900	455
2930	414
3092	414
4592	314
883	511
1538	511
2204	511
2228	511
2237	511
2964	511
3661	511
4890	511
6101	511
7391	511
7554	511
12502	511
14710	511
15525	511
187	614
1482	614
3191	614
5145	614
8102	614
7994	257
8244	310
2150	185
4808	185
5797	185
6052	185
7967	185
1482	395
2182	395
2311	395
4679	395
5178	395
5184	395
7263	395
7391	395
5440	10
7317	10
883	286
1538	286
2204	286
2228	286
3035	286
4890	286
5077	286
5145	286
5184	286
5206	286
6101	286
7324	286
7352	286
7554	286
12225	286
14710	286
2150	250
7263	225
187	555
2228	555
2311	555
2850	555
2893	555
2961	555
4679	555
4808	555
5162	555
5173	555
5178	555
5178	555
15525	555
3067	207
16568	634
7391	115
7528	115
2150	608
12502	608
2850	545
7528	545
881	84
2182	198
883	633
2182	383
3035	383
5163	383
5173	383
5184	383
5206	383
7324	383
11833	383
12225	383
883	117
12502	117
5162	261
2961	96
5162	96
4808	514
5797	184
2704	364
11833	171
3092	177
5206	292
7352	292
8102	292
12225	292
7352	306
7554	306
12225	306
1538	571
2237	571
2704	571
2850	571
3035	571
4679	571
5077	571
7554	571
4808	369
2237	463
2311	463
2850	463
3067	463
4679	463
1512	235
3191	235
5163	235
7317	235
7356	235
7488	235
7528	235
4808	282
5797	353
2110	303
2311	98
2930	98
7967	98
2893	398
2237	326
7554	493
12502	537
8505	299
8244	391
1482	476
5206	476
7324	196
1512	285
3191	285
7317	285
7488	285
187	640
2182	640
3092	640
4592	640
11833	640
2110	513
5077	513
4679	186
1538	295
2110	295
2204	295
2228	295
2237	295
2704	295
2850	295
3067	295
5440	295
7352	295
12502	295
14710	295
7528	279
881	402
5797	696
6052	696
5077	611
5163	91
5206	91
8102	91
16568	91
2237	416
16568	416
1482	13
1512	43
5162	43
5440	372
6052	372
11900	579
3067	679
883	37
7391	524
2228	399
2704	399
3191	399
4890	399
5145	399
5163	399
5173	399
5184	399
5206	399
8102	399
14710	399
15525	399
